media,area_of_influence,ojd,CCAA,PROV,AREA,platform,PGD,distribution,Origin,media_iber,active_iber,url_iber,address_iber,zipcode_iber,lat_iber,lng_iber,platform_iber,province_iber,CCAA_iber
aquí berguedà,Berguedà,,CAT,BCN,CC,papel,Mitjans amb PGD,"Berguedà: Avià, Bagà, Berga, Borredà, Capolat, Casserres, Castell de l'Areny, Castellar de N'Hug, Castellar del Riu, Cercs, L'Espunyola, Fígols, Gironella, Gisclareny, Gòsol, Guardiola de Berguedà, Montclar de Berguedà, Montmajor, La nou de Berguedà, Olvan, La Pobla de Lillet, Puig-Reig, La Quar, Sagàs, Saldes, St. Jaume de Frontanyà, St. Julià de Cerdanyola, Sta. Maria de Merlès, Vallcebre, Vilada, Viver i Serrateix.",AMIC,,True,aquibergueda.cat,Carrer Bruc 3 08600 Berga,8600.0,42.0982146,1.840687,"print, app, radio, web",Barcelona,CAT
aquí berguedà,,,CAT,BCN,CC,papel,Mitjans amb PGD,,AMIC,,True,aquibergueda.cat,Carrer Bruc 3 08600 Berga,8600.0,42.0982146,1.840687,"print, app, radio, web",Barcelona,CAT
anoia diari,"Anoia, Conca de Barberà i Baix Llobregat",,CAT,BCN,CC,papel,Mitjans amb PGD,"Anoia:Argençola, Bellprat, Cabrera d'Anoia, Calaf, Calonge de Segarra, Capellades, Carme, Castellfollit de Riubregós, Castellolí, Copons, El Bruc, Els Hostalets de Pierola, Els Prats de Rei, Igualada, Jorba, La Llacuna, La Pobla de Claramunt, La Torre de Claramunt, Masquefa, Montmaneu, Òdena, Orpí, Piera, Pujalt, Rubió, Sant Martí de Tous, Sant Martí Sesgueioles, Sant Pere Sallavinera, Santa Margarida de Montbui, Santa Maria de Miralles, Vallbona d'Anoia, Veciana i Vilanova del Camí. Conca de Barberà: Santa Coloma de Queralt. Baix Llobregat: Collbató.",AMIC,,True,anoiadiari.cat,"Carrer del Rec, 15, 08700 Igualada, Barcelona",8700.0,41.5766221,1.6126029,web,Barcelona,CAT
catalunya religió,"Barcelonès, Baix Llobregat, Vallès Occidental (una mica)",,CAT,,,papel,Mitjans amb PGD,Àrea Metropolitana i capitals de comarca,AMIC,,True,catalunyareligio.cat,"Nàpols, 346, 2E - Barcelona - 08025",8025.0,41.4055757,2.1661217,"web, print",Barcelona,CAT
cerdanyola al dia,Vallès Occidental,,CAT,BCN,AMB,papel,Mitjans amb PGD,Vallès Occidental: Cerdanyola del Vallès,AMIC,,True,cerdanyolaaldia.com,"Sant Salvador, 11-13 2a 1a - 08290 Cerdanyola del Vallès",8290.0,41.492403,2.140099,"print, web",Barcelona,CAT
comarques de ponent,"La Noguera, Segarra, Pallars Sobirà, Pallars Jussà, Urgell, Pla d'Urgell, Garrigues, Alt Urgell i Vielha",,CAT,LL,C.PONENT,papel,Mitjans amb PGD,"Urgell: Agramunt, Anglesola, Belianes, Bellpuig, Castellserà, Ciutadilla, Els Omells de na Gaia, Guimerà, La Fuliola, Maldà, Nalec, Preixana, Puigverd d’Agramunt, Sant Martí de Riucorb, Tàrrega, Tornabous, Vallbona de les Monges i Verdú i Vilagrassa. Segarra: Cervera, Els Plans de Sió, Guissona, Ivorra, Les Oluges, Massoteres, Sanaüja, Sant Guim de Freixenet, Sant Guim de la Plana, Sant Ramon, Tarroja de Segarra i Torà. Pla d'Urgell: Barbens, Bell-lloc d’Urgell, Bellvís, Castellnou de Seana, Fondarella, Golmés, Ivars d’Urgell, Linyola, Miralcamp, Mollerussa, El Palau d’Anglesola, El Poal, Sidamon, Torregrossa, Vila-sana i Vilanova de Bellpuig. Noguera: Àger, Artesa de Segre, Balaguer, Bellcaire d’Urgell, Bellmunt d’Urgell, Camarasa, Cubells, La Sentiu de Sió, Les Avellanes i Santa Linya, Menàrguens, Montgai, Os de Balaguer, Penelles, Ponts, Preixens, Térmens, Vallfogona de Balaguer i Vilanova de Meià. Garrigues: Les Borges Blanques, Arbeca i Juneda. Pallars Jussà: Abella de la Conca, Conca de Dalt, Gavet de la Conca, Isona i Conca Dellà, La Pobla de Segur, Llimiana, Talarn i Tremp. Pallars Sobirà: Rialp, Sort i Esterri d’Àneu. Alt Urgell: La Seu d’Urgell. Vielha: Arres, Bausen, Bossóst, Canejan, Es Bórdes, Les, Naut Aran, Vielha e Mijaran i Vilamós, Arties, Salardú i Baqueira. ",AMIC,,True,comarquesdeponent.com,"Avenida de Catalunya, 65. 25300 TÀRREGA.",25300.0,41.6473385,1.1341522,"print, web",Lleida,CAT
cop d'ull,"Baix Ebre, Montsià, Baix Mestrat",,CAT,TGN,TE,papel,Mitjans amb PGD,"Baix Ebre: Aldover, Benifallet, Bítem (Tortosa), Camarles, Campredó, Deltebre, El Perelló, Els Regueres (Tortosa), El Raval de Jesús (Tortosa), L'Aldea, L'Ampolla, L'Ametlla de Mar,  Paüls, Roquetes, Tivenys, Tortosa, Vinallop (Tortosa), Xerta.  Montsià:  Amposta, Alcanar, Cases d'Alcanar (Alcanar), Freginals, La Galera, Godall, Masdenverge, Mas de Barberans, La Ràpita, Sant Jaume, Els Muntells (Sant Jaume d'Enveja), Poble Nou (Amposta), Sta. Bàrbara, La Sénia, Ulldecona. PAÍS VALENCIÀ: Baix Maestrat: Alcalà de Xivert, Benicarló, Càlig, Canet, Cervera, La Jana, Peñíscola, Sta. Magdalena, La Salzadella, St. Mateu, St. Rafael del Maestral, Triguera, Vinaròs i Xert.",AMIC,,True,uncopdull.com,"Avda. Remolins, 24 - Tortosa, Tarragona - 43500",43500.0,40.8182888,0.5225764,web,Tarragona,CAT
diari més ebre,"Montsià, Baix Ebre, Terra Alta, Ribera d'Ebre",,CAT,TGN,TE,papel,Mitjans amb PGD,"Montsià: Amposta, Sant Carles de la Ràpita, Santa Bàrbara, Godall, Alcanar, La Sénia, Les Cases de Alcanar (Alcanar), Ulldecona i Sant Jaume d'Enveja. Baix Ebre: Aldover, L'Atmella de Mar, Roquetes, Tortosa, Deltebre, El Perelló, L'Aldea, L'Ampolla, Xerta, Camarles i El Lligallo del Gànguil (Camarles). Terra Alta: Gandesa, Horta de Sant Joan i El Pinell de Brai. Ribera d'Ebre: Ascó, Flix, Móra d'Ebre i Móra la Nova.",AMIC,,True,mesebre.cat,"Cervantes, 13, 43500, Tortosa (TARRAGONA)",43500.0,40.809736,0.5224594,"app, print, web",Tarragona,CAT
el cargol,Alt Penedès,,CAT,BCN,PENEDÈS,papel,Mitjans amb PGD,"Alt Penedès: Avinyonet del Penedès, Les Cabanyes, Castellet i La Gornal, Castellví de la Marca, Font-Rubí, Gelida, La Granada, Mediona, Olèdola, Olesa de Bonesvalls, Pacs del Penedès, El Pla del Penedès, Pontons, Puigdàlber, Sant Cugat Sesgarrigues, Sant Llorenç d'Hortons, Sant Martí Sarroca, Sant Pere de Riudebitlles, Sant Quintí de Mediona, Sant Sadurní d'Anoia, Santa Fe del Penedès, Santa Margarida i Els Monjos, Subirats, Torrelavit, Torrelles de Foix, Vilafranca del Penedès i Vilobí del Penedès.",AMIC,,True,elcargol.com,"del General Cortijo, 21, 08720 Vilafranca del Penedès, Barcelona",8720.0,41.3425798,1.7002438,"print, web",Barcelona,CAT
la clau,Maresme i Barcelonès,,CAT,BCN,AMB,papel,Mitjans amb PGD,"Maresme: Alella, Arenys de Mar, Argentona, Cabrera, Cabrils, Caldes d’Estrac, Canet de Mar, Dosrius, El Masnou, Mataró, Montgat, Òrrius, Premià de Dalt, Premià de Mar, Sant Andreu de Llavaneres, Sant Vicenç de Montalt, Teià, Tiana, Vallromanes, Vilassar de Dalt i Vilassar de Mar. ",AMIC,,True,laclau.cat,"Maria Vidal, 93, Vilassar de Mar (Barcelona)",8340.0,41.5001151,2.3845632,"web, print",Barcelona,CAT
la premsa del baix,Baix Llobregat,,CAT,BCN,AMB,papel,Mitjans amb PGD,"Baix Llobregat: Castelldefels, Corbera de Llobregat, Cornellà de Llobregat, El Prat de Llobregat, Esplugues de Llobregat, Gavà, La Palma de Cervelló, Molins de Rei, Pallejà, Sant Boi de Llobregat, Sant Climent de Llobregat, Sant Feliu de Llobregat, Sant Joan Despí, Sant Just Desvern, Sant Vicenç dels Horts, Santa Coloma de Cervelló, Torrelles de Llobregat, Viladecans.",AMIC,,True,lapremsadelbaix.es,"Tomás Bretón, 31 - Esplugues de Llobregat, Barcelona - 08950",8950.0,41.3756435,2.0793226,"print, web",Barcelona,CAT
l'enllaç dels anoiencs,Anoia,,CAT,BCN,CC,papel,Mitjans amb PGD,"Anoia: Igualada, Vilanova del Camí, Sta. Margarida de Montbui, Òdena, La Pobla de Claramunt, Capellades, Carme, Vallbona, Piera, Els Hostalets de Pierola, El Bruc, Castellolí, Jorba, Copons, Els Prats de Rei, Calaf, La Llacuna, Bellprat, La Torre, Cabrera d'Anoia, Masquefa i Sant Martí de Tous.",AMIC,,True,latossa.com,"Passatge de la Tossa, 8, 3r - Igualada 08700",8700.0,41.5846383,1.6132003,"print, web",Barcelona,CAT
l'independent de gràcia,Barcelonès,,CAT,BCN,AMB,papel,Mitjans amb PGD,Barcelona: Districte Gràcia.,AMIC,,False,independent.cat,"La Perla, 31 - 08012 Barcelona",8012.0,41.4023493,2.1560753,web,Barcelona,CAT
línia ciutat vella,Barcelonès,,CAT,BCN,AMB,papel,Mitjans amb PGD,Barcelonès: Districte de Ciutat Vella.,AMIC,,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,39.6952629,3.0175712,"print, web",Barcelona,CAT
línia cornellà,Baix Llobregat,,CAT,BCN,AMB,papel,Mitjans amb PGD,Baix Llobregat: Cornellà de Llobregat.,AMIC,,False,comunicacio21.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,web,Barcelona,CAT
línia eixample,Barcelonès,,CAT,BCN,AMB,papel,Mitjans amb PGD,Barcelonès: Districte de l'Eixample.,AMIC,,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,"web, print",Barcelona,CAT
línia gràcia,Barcelonès,,CAT,BCN,AMB,papel,Mitjans amb PGD,Barcelonès: Districte de Gràcia.,AMIC,,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,"print, web",Barcelona,CAT
línia horta,Barcelonès,,CAT,BCN,AMB,papel,Mitjans amb PGD,Barcelonès: Districte de Horta i el Guinardò.,AMIC,,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,"web, print",Barcelona,CAT
línia nou barris,Barcelonès,,CAT,BCN,AMB,papel,Mitjans amb PGD,Barcelonès: Districte de Nou Barris.,AMIC,,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,"print, web",Barcelona,CAT
línia sant andreu,Barcelonès,,CAT,BCN,AMB,papel,Mitjans amb PGD,Barcelonès: Districte de Sant Andreu.,AMIC,,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,"print, web",Barcelona,CAT
línia sant martí,Barcelonès,,CAT,BCN,AMB,papel,Mitjans amb PGD,Barcelona: Districte Sant Martí.,AMIC,,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,"print, web",Barcelona,CAT
línia sants,Barcelonès,,CAT,BCN,AMB,papel,Mitjans amb PGD,Barcelona: Districte Sants i Les Corts.,AMIC,,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,"web, print",Barcelona,CAT
revista de ripollet,Vallès Occidental,,CAT,BCN,AMB,papel,Mitjans amb PGD,Vallès Occidental: Ripollet.,AMIC,,True,revistaderipollet.cat,"Sol 35, 08291 Ripollet",8291.0,41.4960695,2.1597595,"print, web",Barcelona,CAT
tot cerdanyola,Vallès Occidental,,CAT,BCN,V.OC,papel,Mitjans amb PGD,"Vallès Occidental: Cerdanyola del Vallès, Parc Tecnòlogic, Bellaterra (Cerdanyola del Vallès), Ripollet, Montflorit (Cerdanyola del Vallès).",AMIC,,False,cerdanyola.com,"RAMBLA MONTSERRAT, 32 08290 – CERDANYOLA DEL VALLÈS (BARCELONA)",8290.0,41.4946154,2.1445776,web,Barcelona,CAT
tot sant cugat,Vallès Occidental,,CAT,BCN,V.OC,papel,Mitjans amb PGD,"Vallès Occidental: Sant Cugat del Vallès, Valldoreix (Sant Cugat del Vallès), Mira-sol (Sant Cugat del Vallès), La Floresta (Sant Cugat del Vallès).",AMIC,,True,totsantcugat.cat,"Sant Antoni, 42 08172 Sant Cugat del Vallès",8172.0,41.4687335,2.0790992,web,Barcelona,CAT
tribuna maresme,Maresme,,CAT,BCN,AMB,papel,Mitjans amb PGD,"Maresme: Mataró, Alella, Arenys de Munt, Arenys de Mar, Cabrera, Cabrils, Caldes d'Estrac, El Masnou, Sant Andreu de Llavaneres, Premià de Dalt, Premia de Mar, Sant Vicenç de Montalt, Teià, Vilassar de Mar i Vilassar de Dalt.",AMIC,,True,tribunamaresme.com,"Lourdes, 40. 08330 PREMIÀ DE MAR",8330.0,41.497407,2.3562726,"web, print",Barcelona,CAT
3 viles,Maresme,,CAT,BCN,AMB,papel,NO PGD,"Maresme: Sant Vicenç de Montalt, Sant Andreu de Llavaneres, Caldes d'Estrac.",AMIC,,False,3viles.com,"Sant Benet, 16-18 - 08302 Mataró, Barcelona",8302.0,41.538532,2.4406966,"web, print",Barcelona,CAT
diari de badalona,Barcelonès i Maresme,,CAT,BCN,AMB,papel,NO PGD,"Barcelonès: Badalona, Santa Coloma de Gramenet, Sant Adrià del Besòs. Maresme: Montgat i Tiana.",AMIC,,True,diaridebadalona.com,"Sagunt, 30, 08912 Badalona, Barcelona",8912.0,41.4434853,2.2444935,"web, print",Barcelona,CAT
diari de rubí,Vallès Occidental,,CAT,BCN,"V,OC",papel,NO PGD,Vallès Occidental: Rubí.,AMIC,,True,diariderubi.com,"Maximí Fornés, núm. 50 - 1a planta, 08191 RubÍ (BCN)",8191.0,41.49158,2.03101,"print, web",Barcelona,CAT
el jardí de sant gervasi i sarrià,Barcelonès,,CAT,BCN,AMB,papel,NO PGD,"BARCELONA _ DISTRICTE SARRIÀ-SANT GERVASI: La Bonanova, Monterols, Galvany, Turó Parc, El Farró, El Putxet, Sarrià, Tres Torres, Pedralbes Vallvidriera, Les Planes i El Tibidabo.",AMIC,,True,diarieljardi.cat,"Bonaplata, 13, 2, Sarrià-Sant Gervasi, 08034 Barcelona",8034.0,41.39717707943344,2.122449854292192,"web, print",Barcelona,CAT
la borrufa,"Alt Urgell, Alta Ribagorça, Pallars Jussà, Pallars Sobirà, Vall d'Aran",,CAT,LL,PIRI,papel,NO PGD,"Alt Urgell: Adrall (Ribera d'Urgellet), Alàs i Cerc, Arsèguel, Castellciutat (La Seu d'Urgell), Bassella, Coll de Nargó, Estamariu, La Seu d'Urgell, Montferrer i Castellbò, Oliana, La Parroquia d'Hortó (Ribera d'Urgellet), El Pla de Sant Tirs (Ribera d'Urgellet) i Organyà, Alta Ribagorça: Barruera (La Vall de Boí), Boí (La Vall de Boí), Durro (La Vall de Boí), Erill la Vall (La Vall de Boí), Pla de l'Ermita (Vall de Boí), El Pont de Suert, Taüll (La Vall de Boí), Els Banys (El Pont de Bar) i Vilaller. Pallars Jussà: Cellers (Castell de Mur), Isona i Conca Dellà, La Pobla de Segur, Figuerola d'Orcau (Isona i Conca Dellà), La Plana de Mont-Ros (La Torre de Cabdella), La Pobleta de Bellvehí (La Torre de Cabdella), Salàs de Pallars, Senterada, Talarn, La Torre de Cabdella Vilamitjana (Tremp) i Tremp.  Pallars Sobirà: Ainet de Cardòs (Vall de Cardòs), Alins, Altron (Sort), Àreu (Alins), Baro (Soriguera), Esterri de Cardós, Farrera, La Guingueta (La Guingueta d'Àneu), Lladorre, Llavorsí, Llessui (Sort), Montardit (Sort), Olp (Sort), Rialp, Ribera de Cardós (Vall de Cardós), Rubió (Soriguera), Sort, Tírvia, Escalò (La Guingueta d'Àneu), Espot, Esterri d'Àneu, Gerri de la Sal (Baix Pallars), Peramea (Baix Pallars), Tavascan (Lladorre), València d'Àneu (Alt Àneu) i Vilamur (Soriguera) Val d'Aran: Arties (Naut Aran), Aubèrt (Vielha e Mijaran), Baquèira (Vielha e Mijaran), Bossòst, Es Bòrdes, Escunhau (Vielha e Mijaran), Salardú (Naut Aran), Tredòs (Naut Aran), Pont d'Arròs (Vielha) i Les (Val d'Aran). Segrià: Alcarràs i Lleida (Estació de Lleida). Barcelonès: Barcelona: (Estació del Nord i Palau Robert [of. Turisme Generalitat]). Baix Llobregat: Molins de Rei. Andorra: Andorra la Vella, Sant Julià, Escaldes, La Massana i Encamp.",AMIC,,True,laborrufa.com,"Major, 64 - Sort (Lleida)",25560.0,42.4378504,1.0873551,"print, web",Lleida,CAT
la guia de reus,Baix Camp,,CAT,TGN,C.TGN,papel,NO PGD,Baix Camp: Reus (Ciutat).,AMIC,,True,laguiadereus.com," Illes Medes, 6-10 - Reus, Tarragona 43206",43206.0,41.1673663,1.1264389,"print, web",Tarragona,CAT
l'alzina,Vallès Occidental i Oriental,,CAT,BCN,V.OC,papel,NO PGD,Vallès Occidental: Palau-Solità i Plegamans. Vallès Oriental: centre de Caldes de Montbui,AMIC,,True,alzinapalau.com,"Barcelona 45, local - 08184 Palau-solità i Plegamans",8184.0,41.5839461,2.1804146,"print, web",Barcelona,CAT
ripollet al dia,Vallès Occidental,,CAT,BCN,V.OC,papel,NO PGD,Vallès Occidental: Ripollet.,AMIC,,True,ripolletaldia.com,"Sant Salvador, 11-13 2a 1a - 08290 Cerdanyola del Vallès",8290.0,41.492403,2.140099,web,Barcelona,CAT
viure als pirineus,"Alt Urgell, Pallars Jussà i Cerdanya",,CAT,LL,PIRI,papel,NO PGD,"Alt Urgell: Oliana, Peramola, Coll de Nargó, Organyà, El Pla de Sant 
Tirs (Ribera d'Urgellet), Adrall (Ribera d'Urgellet), Montferrer-Castellbó, Calvinyà, La Seu d'Urgell. Cerdanya: Prullans, Bellver de Cerdanya, Montellà i Martinet, Alp, Urús, Puigcerdà i Llívia. Pallars Jussà: Tremp i Pobla de Segur.",AMIC,,True,viurealspirineus.cat,Girona n 15 local 3 - 25230 - Mollerussa (Lleida),25230.0,41.6226857,0.8913523,"web, app, print",Lleida,CAT
ara balears,Menorca,,IB,MALL,,papel,,"Totes les localitats de Mallorca, Menorca, Eivissa i Formentera",AMIC,,True,arabalears.cat,"Tous i Maroto, 8, 1r, de Palma de Mallorca, 07001",7001.0,39.5698683,2.6480444,"web, print, app",Illes Balears,IB
diari de girona,,,CAT,GI,,papel,,,AMIC,,True,diaridegirona.cat,"General Mendoza, 2, Girona",17002.0,41.9794005,2.8214264,"app, print, web",Girona,CAT
diari de sabadell,Vallès Occidental,,CAT,BCN,V.OC,papel,,Vallès Occidental: Sabadell,AMIC,,True,diaridesabadell.com,"Carrer de Sant Quirze, 37, 08201 Sabadell, Barcelona",8201.0,41.5463356,2.1064062,"web, print",Barcelona,CAT
diari de terrassa,Vallès Occidental,,CAT,BCN,V.OC,papel,,"Vallès Occidental: Terrassa, Matadepera, Viladecavalls, Vacarisses, Rellinars, Rubí, Sant Cugat, Olesa, Sabadell, Cerdanyola, Castellar del Vallès, Sant Quirze, Castellbisbal i Barcelona",AMIC,,True,diarideterrassa.es,"de Vallhonrat, 45, 08221 Terrassa (Barcelona)",8221.0,41.5578243,2.0080687,"web, print",Barcelona,CAT
diari jornada,DEMANO,,CAT,,,papel,,DEMANO,AMIC,,False,diarijornada.coop,"Bailen, 5, Baixos, 08010 Barcelona (Barcelona)",8010.0,41.3914436,2.1774214,web,Barcelona,CAT
el temps,Païssos Catalans,,CAT,,,papel,,Païssos Catalans,AMIC,,True,eltemps.cat,"Octubre Centre de Cultura Contemporània  de Sant Ferran, 12 - 46001 - València ",46001.0,39.4729986,-0.3770216,"print, web",Valencia/València,PV
la mañana,Lleida,,CAT,LL,C.PONENT,papel,,A tota Lleida,AMIC,,True,lamanyana.cat,"Polígon Industrial El Segre, Parcel·la 118 – 25191 Lleida",25191.0,41.6298666,0.6653474,web,Lleida,CAT
la veu de l'anoia,Anoia,,CAT,BCN,CC,papel,,Anoia: Igualada,AMIC,,True,veuanoia.cat,Retir 40 – 08700 – IGUALADA (Barcelona),8700.0,41.580166,1.6158579,web,Barcelona,CAT
montpeità,Bages,,CAT,BCN,CC,papel,,"Bages: Sant Fruitós, Navarcles i Manresa",AMIC,,True,montpeita.cat,"Sant Benet, 8 - Sant Fruitós de Bages, 08272 - Barcelona",8272.0,41.7508239,1.8714061,"print, web",Barcelona,CAT
regió 7,,,CAT,BCN,CC,papel,,,AMIC,,True,regio7.cat,"Sant Antoni M. Claret, 32 - 08240 Manresa (Barcelona)",8240.0,41.7313145,1.8336049,"print, web, app",Barcelona,CAT
revista cambrils,Baix Camp,,CAT,TGN,C.TGN,papel,,Baix Camp: Cambrils,AMIC,,True,revistacambrils.cat,"C. de Sant Plàcid, 7, baixos. 43850 Cambrils",43850.0,41.0738155,1.0528809,web,Tarragona,CAT
sa veu,Mallorca (Serra de Tramuntana),,IB,MALL,,papel,,"Mallorca (Serra de Tramuntana): Sóller, Fornalutx, Deià, Escorca i Bunyola.",AMIC,,True,saveu.cat,"Sa Filadora A, 3, baixos - 07100 Sóller - Illes Balears",7100.0,39.7703664,2.7096129,"web, print",Illes Balears,IB
fibwidiario.com,Balears,,IB,IB,,digital,,,AMIC,,,,,,,,,,
laconca51.cat,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
festacatalunya.cat,ori,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
eldiari.online,Castelló,,PV,PV,,digital,,,AMIC,,,,,,,,,,
campingscat.com,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
Catalunyareligio.cat  ,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
sapsque.com,"Badalona, Barcelonès",no OJD,CAT,B,,digital,,,AMIC,,,,,,,,,,
apuntmenorca.com,Manacor i comarca,,IB,IB,me,digital,,,AMIC,,,,,,,,,,
laveudalginet.es,València,,PV,PV,V,digital,,,AMIC,,,,,,,,,,
tornaveu.cat,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
escenacultural.net,,,PV,PV,,digital,,,AMIC,,,,,,,,,,
diaridebenicassim.com,Castelló,,PV,PV,,digital,,,AMIC,,,,,,,,,,
exterior.cat,Catalunya ,no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
areavisual.cat,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
elnostreciutat.com (elnostreperiodic.com),Pais Valencià,,PV,PV,Al,digital,,,AMIC,,,,,,,,,,
gentedelasafor.es,Pais Valencià,,PV,PV,V,digital,,,AMIC,,,,,,,,,,
noticiasmarinaalta.es ,Pais Valencià,,PV,PV,V,digital,,,AMIC,,,,,,,,,,
media.cat,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
Núvol.com,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
cultura21.cat,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
frontissa.cat,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
culturalia.club,Andorra i pirineus,,AD,AND,,digital,,,AMIC,,,,,,,,,,
festescatalunya.com,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
culturaipaisatge.cat ,Comarques de Tarragona i Urgell,no OJD,CAT,T,,digital,,,AMIC,,,,,,,,,,
tempsarts.cat,Pais Valencià,,PV,PV,,digital,,,AMIC,,,,,,,,,,
verlanga.com,Pais Valencià,,PV,PV,V,digital,,,AMIC,,,,,,,,,,
elculturista.cat,Barcelona Ciutat,no OJD,CAT,B,,digital,,,AMIC,,,,,,,,,,
espai.media,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
diaridelallengua.cat,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
aboriginemag.com,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
elmon.cat ,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
inediteducacion.com ( ineditweb.es),Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
elmoncasteller.cat,"Catalunya,El Principat, principalment i territoris de parla catalana",OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
valledeelda.com,Pais Valencià,,PV,AL,,digital,,,AMIC,,,,,,,,,,
carrerlliure.cat,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
canalte24.cat ,Tarragona i terres de l'Ebre,no OJD,CAT,T,,digital,,,AMIC,,,,,,,,,,
esportsradio.cat,Catalunya (radio),no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
larepublicaesportiva.cat ,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
mon,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
esportbalear.es,Balears,,IB,IB,,digital,,,AMIC,,,,,,,,,,
esportandreuenc.cat,"Sant Andreu, Barcelona (radio)",no OJD,CAT,B,,digital,,,AMIC,,,,,,,,,,
lapositiva.cat,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
escaparatedigital.com,Pais Valencià,,PV,PV,Al,digital,,,AMIC,,,,,,,,,,
elgourmetcatala.cat,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
foodiesonmenorca.com,"Menorca, Illes Balears i territoris de parla catalana",,IB,IB,me,digital,,,AMIC,,,,,,,,,,
vadegust.cat, paisos catalans ,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
balearsvadegust.cat,Balears i paisos catalans ,,IB,IB,,digital,,,AMIC,,,,,,,,,,
hibridosyelectricos.com(publico.es),"Nacional, Catalunya",OJD,CAT,ESCAT,,digital,,,AMIC,,,,,,,,,,
el9nou.cat ,Osona,OJD,CAT,B,cc,digital,,,AMIC,,,,,,,,,,
el9nou.cat ,Vallès oriental,OJD,CAT,B,,digital,,,AMIC,,,,,,,,,,
metadata.cat,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
blanquinegres.com,Pais Valencià,,PV,PV,,digital,,,AMIC,,,,,,,,,,
Junior-report.cat,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
saplaca.cat,Mallorca,,IB,IB,ma,digital,,,AMIC,,,,,,,,,,
totpla.cat,Pla de Mallorca,,IB,IB,mi.,digital,,,AMIC,,,,,,,,,,
lasrepublicas.com ,Estat Espanyol (cast),OJD,CAT,ES,,digital,,,AMIC,,,,,,,,,,
indicadordeeconomia.com,"Catalunya, Tarragona",OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
la-clau.net,Catalunya i Cat nord,OJD,CAT,CATNORD,,digital,,,AMIC,,,,,,,,,,
lesvegueries.cat,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
catalunyaplural.cat ,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
larepublica.cat ,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
xcatalunya.cat,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
onadigital.cat,"Catalunya,Vic (radio)",no OJD,CAT,CAT,,digital,,,AMIC,,,,,,,,,,
